,sentence,joy,trust,fear,surprise,sadness,disgust,anger,anticipation
407,She was so sick from the heat when she got there.,1,0,0,0,1,1,0,0
408,She felt too sick to eat!,0,0,1,0,1,1,0,0
409,So she just ordered a lemonade.,0,0,0,0,1,1,1,0
410,Biscuit was a small dog at the shelter.,0,0,0,0,0,0,0,0
411,Everyday Biscuit hopped at the glass hoping to be chosen.,0,0,0,0,1,0,0,1
412,A little girl walked through the shelter.,0,0,0,0,1,1,0,0
413,The little girl pointed at Biscuit!,1,1,0,0,0,0,0,1
414,The little girl took Biscuit with her home!,1,1,0,0,0,0,0,1
415,I needed to buy new hinges for one of my doors.,0,0,0,0,0,0,0,0
416,The nearest hardware store was forty minutes away by bus.,0,0,0,0,0,0,0,0
417,I gathered my resourced and headed out.,1,0,0,0,1,0,0,0
418,Including waiting for the bus it took me forty five minutes to arrive.,0,0,0,0,0,1,1,1
419,The hardware store did not have hinges in my required size.,1,0,0,0,0,1,1,0
420,The side of the house looked very dirty.,0,0,0,0,0,0,0,0
421,I went to get the water hose.,1,1,0,0,0,0,0,1
422,I realized the dog had chewed through the hose.,0,0,0,0,1,1,1,0
423,I went to buy a new one.,0,0,0,1,0,1,1,0
424,I ended up renting a power washer instead.,1,0,0,1,1,1,1,0
425,The nation had been obsessed with the new show all summer.,0,0,0,0,0,0,0,0
426,It was time for the finale!,0,0,0,0,0,0,0,0
427,The plot took twists and turns.,0,0,0,0,0,0,0,0
428,The ending was something no one had expected!,0,0,0,0,0,0,0,0
429,The viewers hoped there would be a season 2.,1,0,0,1,0,0,0,1
430,Jennifer is addicted to social media on her cell phone.,0,0,1,0,0,1,0,0
431,She is on it during class instead of paying attention.,1,1,0,1,0,1,0,1
432,Her grades have been steadily declining as a result.,0,0,1,1,1,1,0,1
433,Her parents took her phone away from her until she gets her grades up.,1,0,0,1,1,0,1,1
434,Jennifer is upset but understand and gets to studying.,1,1,0,1,1,0,0,1
435,The corner shop had been open thirty-five years.,0,0,0,0,0,0,0,0
436,The owner was old and tired and had put the shop up to sell.,0,0,1,1,1,1,1,0
437,A prospective buyer came and made the owner an offer.,1,0,0,0,0,0,0,1
438,After mulling it over the owner decided not to sell.,0,0,0,0,1,0,0,0
439,He loved his shop too much and would rather die than sell it.,1,1,0,1,1,1,1,0
440,Millie waited to hear the sound of the ice cream truck driving by.,1,0,0,0,0,0,0,1
441,It was the first day of summer and she was hungry for ice cream!,1,1,0,0,0,0,0,1
442,But at lunch there was no ice cream man.,0,0,0,0,1,0,0,0
443,"He didn't come after dinner, either.",1,1,1,1,1,1,1,1
444,But finally at dusk he arrived and served her a big cone!,1,1,0,1,0,0,0,1
445,One Sunday afternoon after a night of fishing I was walking back home.,0,0,0,0,0,0,0,0
446,The weather was ugly skies were cloudy.,0,0,1,0,1,1,0,1
447,I was very skeptical of why it was not any fluffy clouds out.,0,0,0,1,0,0,0,0
448,That's when I noticed a light coming down just before dawn.,1,0,1,1,0,0,0,0
449,Directly above my house was a glow that happen to be a satellite.,1,0,1,1,0,0,0,1
450,Jerry had no money and was living with his parents.,0,0,1,0,1,1,0,0
451,"One day, Jerry decided that he would make something of himself.",0,0,0,0,0,0,0,1
452,He decided to make five-thousand dollars from Amazon Mechanical Turk.,0,0,0,0,0,0,0,1
453,"Then, he used that money to start a data consulting business.",1,1,0,1,0,0,0,1
454,"Finally, Jerry had made something of himself!",1,0,0,1,0,0,0,0
455,Jordan will be moving into her college dorm tomorrow.,0,0,1,0,1,0,0,1
456,She spent most of today packing her things.,1,1,1,1,0,0,0,1
457,Her mom took her to Target to buy new bed sheets.,1,1,0,0,0,0,0,1
458,Jordan is excited to set up her dorm.,1,0,0,0,0,0,0,1
459,Jordan's mom is happy to see her little girl grow up.,1,1,0,1,0,0,0,1
460,Bob is the owner of a business.,1,0,0,0,0,0,0,0
461,Bob has many employees.,0,0,0,0,0,0,0,0
462,Bob decides not to go to work one day.,0,0,1,0,1,0,0,1
463,Bob quits and sells his business.,1,0,1,1,0,1,1,1
464,Bob lets everyone down.,0,0,1,0,1,1,0,0
465,Gina and Tami were in the lunch room.,0,0,0,0,0,0,0,0
466,Gina wasn't talking to Rita or Mary.,0,0,0,0,0,0,0,0
467,She wanted to sit at a different table than them.,0,0,0,0,1,0,1,0
468,But Tami wanted to sit at her normal table.,0,0,0,0,0,1,1,0
469,Gina had decide if she would sit with them or sit alone.,0,0,0,0,0,0,0,1
470,Dwayne became a mailman.,0,1,0,0,0,0,0,1
471,His first day on the route he ran into a dog.,0,0,1,1,1,0,0,0
472,The dog chased him for two blocks.,0,0,1,1,0,0,0,0
473,Dwayne was freaked out but relieved.,0,0,1,1,0,0,0,0
474,It scared him but didn't prevent him from doing his job.,0,0,0,0,0,0,0,1
475,Jerry felt his left foot turning numb.,0,0,1,1,0,0,0,1
476,He was hiking in the wilderness in the middle of winter.,0,0,1,1,1,1,1,0
477,His left boot was leaking water.,0,0,1,1,1,1,1,0
478,He quickly tapped his boot with duct tape.,1,1,0,0,0,0,0,0
479,Jerry's foot was able to stay dry for the rest of the trip.,1,0,0,0,0,0,0,0
480,Lea was excited to go to her first football party today at Joe's.,1,0,0,0,0,0,0,1
481,Joe laid out many snacks and had his nice TV out for everyone.,1,0,0,0,0,0,0,1
482,Lea sat on the couch and ate lots of potato chips while watching.,1,1,0,0,0,0,0,1
483,"To Lea's delight, her team was winning the game.",1,0,0,0,0,0,0,0
484,"At the end of the game, everyone cheered.",1,0,0,0,0,0,0,1
485,Kim ran to the store on her break at work.,0,0,0,0,0,0,0,1
486,It was a warm day and she was wearing flip flops.,1,0,0,0,0,0,0,1
487,As she arrived at the store it began to rain hard.,0,0,0,1,1,1,1,0
488,She ran through the parking lot to get out of the rain.,0,0,0,1,0,1,1,0
489,People stared as her flip flops squeaked in the store.,0,0,0,1,0,0,0,0
490,Lauren was on a hike with her family.,0,0,0,0,0,0,0,0
491,They had just finished and were relaxing at a viewpoint.,1,1,0,0,0,0,0,1
492,Lauren decided to hike on ahead of her family.,1,0,0,0,0,0,0,1
493,She made it back to the car far ahead of them.,1,1,0,0,0,0,0,1
494,"For twenty minutes, she had to wait.",0,0,0,0,0,1,1,1
495,My Dad and I went to an amusement park.,1,1,0,0,0,0,0,1
496,We rode all the roller coasters.,1,1,0,1,0,0,0,1
497,One of the coasters was called the Mantis.,0,0,0,0,0,0,0,0
498,It went upside down and our feet dangled out the bottom.,1,1,1,1,0,0,0,1
499,My Dad did NOT like the Mantis ride.,1,0,1,1,0,0,0,0
500,Stewart has always been a big gamer since the age of 5.,1,1,0,0,0,0,0,0
501,One day while at the mall he saw a sign for a video game tournament.,1,0,0,1,0,0,0,1
502,He promptly signed up for the tournament.,1,1,0,1,0,0,0,1
503,The following week he ended up winning the tournament.,1,0,1,1,0,0,0,0
504,He came home with a gold medal.,1,1,0,1,0,0,1,1
505,"Bill, while taking a walk, came to a wide street.",0,0,0,0,0,0,0,0
506,"As he began to cross the street, he heard a siren coming closer.",0,0,1,1,0,0,0,1
507,"He decided to get back on the curb, and a car whizzed by.",0,0,1,1,0,0,0,1
508,The car was closely followed by a police car blasting its siren.,0,0,1,1,0,0,1,1
509,Bill almost got hit by a car being chased by the police!,0,0,1,1,1,0,1,0
510,Kelly was getting mad at Eliza because she thought she was annoying.,1,1,0,1,1,1,1,1
511,Kelly thought she was being a bad friend.,0,0,1,1,1,1,1,0
512,Eliza was mad that Kelly said that.,0,0,0,1,1,1,1,0
513,"As a result, Eliza decided to not speak to her.",0,0,1,1,1,1,1,0
514,The girls then stopped talking.,0,0,0,0,0,1,1,0
515,My wife and daughter went shopping in Queens.,1,0,0,0,0,0,0,0
516,One store had sandals my wife liked.,1,0,0,0,0,0,0,0
517,They were scuffed.,0,0,0,0,1,1,1,0
518,The store offered to ship her a new pair from a warehouse.,1,0,0,0,0,0,0,1
519,A week later the shoes arrived in Cambridge.,1,0,0,0,0,0,0,1
520,"Due to the dry season, the forest caught fire.",0,0,0,0,0,0,0,0
521,There were many homes in the forest.,0,0,0,0,0,0,0,0
522,All of these homes were destroyed by the fire.,0,0,0,0,0,0,0,0
523,The community pooled their money together to rebuild the homes.,1,1,0,0,1,0,0,0
524,"A few years later, all the burnt homes had been rebuilt!",1,1,0,1,0,0,0,0
525,Kate and her friend Jule were going to Las Vegas.,0,0,0,0,0,0,0,0
526,They only had 5 days.,1,0,0,0,0,0,0,1
527,They knew it would be faster to fly.,0,0,1,0,0,0,0,1
528,But driving would give them a chance to see the country.,1,1,1,1,0,0,0,1
529,In the end the road trip was an adventure to good to pass up.,1,1,0,1,0,0,0,1
530,Tom wanted to see the country.,1,1,1,1,0,0,1,1
531,Tom decided to take a road trip.,1,1,0,0,0,0,0,1
532,Tom packed his bags.,1,1,0,0,0,0,0,1
533,Tom rented a vehicle.,1,1,0,0,0,0,0,1
534,Tom took a grand road trip and saw the country.,1,1,0,1,0,0,0,1
535,Theo always wanted to be like his father.,1,0,0,0,0,0,0,1
536,Theo's father was in the army.,1,0,0,0,0,0,0,0
537,Theo had plans of enlisting.,1,1,0,0,0,0,0,1
538,He was able to sign up without hassle.,1,1,0,0,0,0,0,1
539,He is in the army now just like his father.,1,0,0,0,0,0,0,0
540,Billy didn't like that she wasn't getting many likes on Facebook.,0,0,1,0,1,1,0,0
541,Billy started posting list articles with broad appeal.,1,1,0,0,0,0,0,1
542,Suddenly she was getting a lot of likes on her posts.,1,1,0,1,0,0,0,1
543,Billy decided that the likes were not for her but for the articles.,0,0,0,1,1,0,0,1
544,"Billy felt that barely any likes, but genuine likes, were superior.",1,0,0,1,0,1,0,1
545,Eli was bored so he went to read the forum.,1,0,0,0,0,0,0,1
546,The conversation was on trivial fluff that served no purpose.,0,0,0,0,0,0,0,0
547,Eli suddenly realized why the people were there.,0,0,0,1,0,0,0,0
548,They'd been kicked out of everywhere else.,0,1,0,1,0,0,0,0
549,Eli went and found something more productive to do than reading it.,0,0,0,1,1,1,1,0
550,Lucy bought some frozen food.,0,0,0,0,0,0,0,0
551,On a way home she met a friend.,1,0,0,1,0,0,0,0
552,They talked for a long time.,1,1,0,0,0,0,0,0
553,Lucy's food melted.,0,0,0,1,1,1,1,0
554,She ran home to put it into the freezer.,0,0,1,0,1,0,0,0
555,Ace had a passion for Animals.,1,0,0,0,0,0,0,1
556,He was what you call an animal whisperer.,0,1,0,0,0,0,0,1
557,One day an older lady had trouble with her cat.,0,0,1,0,1,0,0,0
558,Her cat was stuck in a tree and wouldn't come down.,0,0,1,1,1,0,0,1
559,Ace worked his magic and rescued the cat safely from the tree.,1,1,0,1,0,0,0,1
560,Corinne was deathly afraid of going on stage.,0,0,1,0,0,0,0,0
561,She watched the first act while trying to calm herself.,0,0,0,0,0,0,0,0
562,"When act two arrived, a teacher backstage got her ready to walk out.",0,0,1,0,0,0,0,1
563,Corinne walked out very slowly repeating her single line to herself.,0,0,1,0,0,0,0,1
564,"Before she said a single word to the audience, she fainted!",0,0,0,0,1,0,0,0
565,Tom had a best friend in elementary school.,0,0,0,0,0,0,0,0
566,He had to move away.,0,0,0,0,1,0,0,0
567,Tom was really sad about it.,0,0,1,0,1,1,1,0
568,Tom's friend stayed in touch online.,1,1,0,0,1,0,0,0
569,Eventually they met up and hung out again.,1,1,0,0,0,0,0,0
570,Phil put a tape recorder in his shirt pocket all day.,1,1,1,0,0,0,0,1
571,At night he shut it off and transcribed the day.,0,0,0,0,0,0,0,0
572,He tried to put on a play using the transcription as the script.,1,0,1,1,0,0,0,1
573,The show was a hit in the art world.,1,0,0,1,0,0,0,1
574,Phil's one day had become infamous.,1,0,0,0,0,0,0,0
575,"Lee and her mom went to the mall, but Lee got lost!",0,0,1,1,1,0,0,1
576,She wandered around sadly looking for her mom.,0,0,1,0,1,0,0,0
577,Then a security guard found her and took her aside.,0,1,0,0,0,0,0,0
578,They paged her mom on the intercom.,1,0,1,0,1,0,0,1
579,Her mom rushed right to the office and hugged her tightly!,1,1,1,0,0,0,0,0
580,I wanted to get into bird watching as a hobby.,1,0,0,0,0,0,0,1
581,I bought a bird checklist book.,1,1,0,0,0,0,0,1
582,I bought a good pair of binoculars.,1,0,0,0,0,0,0,1
583,I went exploring near my house.,1,0,0,0,0,0,0,1
584,I only saw one bird and it was a sea gull.,1,0,0,0,1,0,0,0
585,Yolanda loved watching reality television programs.,1,0,0,0,0,0,0,0
586,She hoped to one day star in a reality show of her own.,1,1,0,0,0,0,0,1
587,She began acting petty and dramatic to emulate the stars.,0,0,0,0,1,0,0,1
588,Yolanda's friends spent less time with her.,0,1,0,1,1,1,1,0
589,"Yolanda came no closer to her dream, and regretted the phase.",0,0,1,1,1,1,1,0
590,Stewart enjoyed model rocketry.,1,0,0,0,0,0,0,1
591,He started a science fair project on the physics of model rockets.,1,1,0,0,0,0,0,1
592,One of his rockets accidentally exploded during a flight.,0,0,1,1,0,1,1,0
593,Stewart used physics to explain why his rocket exploded.,1,0,0,0,0,0,0,0
594,Stewart won third place in the science fair.,1,0,0,1,0,0,0,1
595,Jim and Jen decided to go sledding one day.,1,1,0,0,0,0,0,1
596,Jen fell off her sled and twisted her ankle.,0,0,1,1,0,0,0,0
597,She went inside to put some ice on it.,0,0,0,0,1,0,0,0
598,It felt better in about twenty minutes.,1,0,0,1,0,0,0,1
599,She went back outside to sled more.,1,0,0,1,0,0,0,1
600,Lisa's prom was coming up in a few months.,1,0,0,0,0,0,0,1
601,She was thinking of the dress she wanted.,1,0,0,0,0,0,0,1
602,Lisa decided she would sew her own dress.,1,0,0,0,0,0,0,1
603,She bought her materials at the fabric store.,1,1,0,0,0,0,0,1
604,Lisa had the most unique dress at the dance.,1,0,0,0,0,0,0,0
605,Jamie was wearing a strapless dress to a wedding.,1,0,0,0,0,0,0,1
606,She looked all over for the perfect strapless bra.,1,0,0,0,0,0,0,1
607,She tried dozens of them on.,0,0,1,0,1,1,1,1
608,"Finally, she found one that would fit correctly.",1,0,0,0,0,0,0,1
609,Her jaw dropped when she was the price tag!,0,0,0,1,1,1,1,0
610,Kelly and her friend went to the river with their kayaks.,1,0,0,1,0,0,0,1
611,They set up their kayaks and climbed in to begin their trek.,1,1,0,0,0,0,0,1
612,"All of a sudden, the rapids became extreme and they were dragged away.",0,0,1,1,1,0,0,0
613,"They were pulled towards a large waterfall, so they had to bail.",0,0,1,1,1,0,0,1
614,"They luckily swam to shore, but their kayaks were wrecked.",1,1,1,1,1,0,1,1
615,The Twine twins did not stay in contact after graduation.,0,0,0,0,0,0,0,0
616,"Twyla married a man she met the next year, and they started a family.",1,0,0,0,0,0,0,0
617,"Tula became a drug queenpin, and had a price put on her head.",0,0,1,0,0,0,0,1
618,"One day Twyla vanished, never to be heard from again.",0,0,1,0,1,1,1,0
619,"Her family didn't notice, though, because Tula fit right in.",0,0,0,0,0,0,0,1
620,Duncan was very quiet around his friends.,1,0,1,0,1,1,0,0
621,"He would never get involved with activities, but just watch.",1,0,1,0,0,0,0,0
622,"Once, everyone went swimming, but Duncan sat out.",0,0,1,0,1,0,0,0
623,He never told anyone that it was because he was ill.,0,0,1,0,1,0,1,0
624,He always needed to rest because his treatment fatigued him.,0,0,1,0,1,1,1,1
625,Vick had wanted to learn how to play the violin.,1,0,1,0,0,0,0,1
626,"He had tried to teach himself, but it was no good.",0,0,0,0,1,1,1,0
627,He sought a professional tutor.,0,1,0,0,0,0,0,1
628,Vick found one and practiced for months.,1,1,0,0,0,0,0,1
629,Now Vick is so good that he is the first chair in a symphony!,1,1,0,1,0,0,0,1
630,Bob like Martha.,1,1,0,0,0,0,0,1
631,Bob planned to ask Martha out for prom.,1,0,1,0,0,0,0,1
632,Bob bought Martha flowers and wrote her a letter.,1,0,0,0,0,0,0,1
633,Martha was delighted to go to prom with Bob.,1,0,0,1,0,0,0,1
634,The two went to prom and had a great time.,1,1,0,1,0,0,0,0
635,Our cousins came to visit.,0,0,0,0,0,0,0,0
636,Everyone had a wonderful time.,1,1,0,0,0,0,0,0
637,The kids were all sad when it was time to leave.,0,0,0,0,1,0,0,0
638,Our uncle called his office and pretended to be sick.,0,0,0,0,0,0,0,0
639,They got to stay and hang out for an extra day.,1,1,0,1,0,0,0,1
640,Jay went into the woods by himself.,0,0,0,0,0,0,0,0
641,He suddenly got lost.,0,1,1,1,1,1,1,1
642,He did not know where to go.,0,0,1,1,1,0,0,1
643,He was wandering for an hour.,0,0,1,0,1,0,0,0
644,He finally went out.,1,1,1,1,1,1,1,1
645,I went to the store to buy food to make a salad.,1,1,0,0,0,0,0,1
646,The grocery was out of lettuce so I skipped it.,1,1,0,1,1,1,1,1
647,They were out of carrots and onions too so I skipped that.,0,0,0,1,1,0,0,0
648,In the I only was able to buy mushrooms and tomatoes.,0,0,0,0,1,0,0,0
649,I decided to use those to make a brown sauce and get chicken for it.,1,0,0,0,0,0,0,1
650,Erica was the new zoo keeper for the penguins.,0,0,0,0,0,0,0,0
651,It was her first day at the job.,1,1,1,1,0,0,0,1
652,Her first assignment was to feed the penguins.,1,0,1,1,0,0,0,1
653,She prepared buckets full of fish.,1,1,0,1,0,0,0,1
654,She left the buckets of fish near the penguins.,0,0,0,0,0,0,0,0
655,The dog liked to sleep on soft things.,1,0,0,0,0,0,0,0
656,The owners bought her a soft dog bed.,1,0,0,1,0,0,0,0
657,She slept on it right away.,1,1,0,1,0,0,0,0
658,"The next day when they came home, she was laying on her bed.",1,1,0,0,0,0,0,0
659,They were glad she enjoyed it so much.,1,1,0,1,0,0,0,0
660,Tim's first date in months was going well at first.,1,0,0,1,0,0,0,1
661,Tim decided to drink to loosen up more.,1,1,0,0,0,0,0,1
662,Eventually Tim drank too much.,0,0,1,1,1,1,1,0
663,His date started feeling uncomfortable.,0,0,1,1,1,1,1,0
664,Tim messed up his chance at a second date.,0,0,1,1,1,1,1,0
665,Elijah took advantage of a Black Friday promotion.,1,1,0,1,0,0,0,1
666,He ordered a cell phone from a new carrier.,1,1,0,0,0,0,0,1
667,"After he'd placed the order, he realized he'd forgotten something.",0,0,0,1,0,1,0,0
668,He called the support line for the carrier.,0,0,0,1,1,0,0,0
669,They were happy to let him use his referral code after the fact.,1,1,0,1,0,0,0,1
670,Iris and her best friend went to get spray tans for vacation.,1,1,0,0,0,0,0,1
671,They each stood in front of the sprayer to get a glow.,0,0,0,0,0,0,0,0
672,Unfortunately the sprayer was broken and Iris got too dark.,0,0,1,1,1,1,1,0
673,She looked in the mirror and was bright orange.,0,0,0,0,1,0,0,0
674,Iris gasped but remembered it would go away soon.,0,0,1,1,0,0,0,1
675,Jill wanted to bring back the passion into her marriage.,0,0,0,0,0,0,0,1
676,She bought a very intimate costume.,1,0,0,0,0,0,0,1
677,Jill met her husband at the door wearing it.,1,1,0,1,0,0,0,1
678,He laughed at her and asked when dinner would be ready.,0,1,0,1,1,1,1,0
